,FSC-A,SSC-A,HLA-DR,CD3,CD45,CD14,CD56,CD19,CD11c,Population
0,0.722198828125,0.1542323046875,0.4944489233207522,0.5128531377387415,4.057328013568763,1.0192554487508725,4.00727349062489,-1.4069120585788613,0.3844055239564642,Other cells
1,0.7510734375,0.114617890625,4.671924079038652,0.8220424336666787,4.933149247731494,0.1593876482994187,-0.2164074877057045,6.034845318080897,0.577039181413,B_cells
2,1.108187578125,0.15001119140625,-0.4228573882839416,4.006352852751507,5.616383884251185,0.5192228391195848,0.7830768231672139,-0.3186682808995732,-0.49383163397813,T_cells
3,0.5533103125,0.1199287890625,0.3459678644051591,3.3323097908395,5.260935166540064,1.4812294560094643,0.2648456298116956,0.6948834394162822,3.416959980665062,T_cells
4,0.7748840625,0.0769844287109375,4.984962898246335,0.8855006884549363,4.562367189210982,0.2171165765721812,0.0862791119445414,5.563345027128286,0.4715910282296854,B_cells
5,0.71137078125,0.150063994140625,4.733173808888967,1.8400150572942569,4.940238507903258,1.3416670006802167,-0.8649462594855643,4.896800108594449,-0.005327319752013,B_cells
6,0.80913578125,0.096800322265625,5.697169681590799,1.4022693200893288,4.980078569285372,0.1057197875494828,0.1336123060353647,5.767285684206315,0.6315911235212633,B_cells
7,0.9508325,0.125347080078125,4.483281095987129,0.7334462916418059,4.600168441029412,0.4175409691858767,0.5016234202886622,5.46360744992748,-2.2318654382827154,B_cells
8,0.84009484375,0.0972101953125,3.9988780975101936,-1.4634350169231258,4.644376309116224,0.3204158692432216,0.0146297910656434,5.122806078782978,-1.7844287555993597,B_cells
9,0.835190859375,0.10919359375,4.135428834628539,0.2927658883322711,5.254400216991123,-0.1854624367054005,-0.3726600429719392,5.664272725653424,1.3633482012188929,B_cells
10,0.7061340625,0.17965853515625,-0.1912606170910917,4.439595356779832,5.551211091458241,0.2267912171184986,2.273898531858108,0.0672057306119935,-0.4239606790631097,Other cells
11,0.70680015625,0.20397771484375,5.839470270892206,0.1307411872511693,5.320924542693835,0.98543615180257,0.0832804731264827,4.951053284682512,1.2572987719667303,B_cells
12,0.97286578125,0.100367919921875,-0.0286500476780659,4.983819043735365,5.662334082959545,0.1702262297830087,0.6815074804398333,0.4700744354231208,0.7758272341661051,T_cells
13,0.698862578125,0.097486240234375,0.2988615234613913,5.46003036659314,5.420590565922852,1.3920447740328696,-0.0774450685999754,0.5147109906604058,-0.8295385369504142,T_cells
14,0.883090390625,0.17084966796875,2.93367025084722,0.4719873044098717,4.658396775317298,1.9874496448843209,-0.1674091604278193,0.1474487681380707,4.881390429793038,Monocytes
15,1.07945890625,0.14548884765625,1.5753591781280405,4.459081790890738,5.134870564003725,0.4917501755173517,0.2483486740037221,0.0414659378083578,-0.0248803836262519,T_cells
16,0.97044234375,0.12144943359375,0.4619170073106913,4.742936314210665,5.476911762610939,1.161906658844241,0.6578016581550264,0.1404206308559011,0.7863198348203901,T_cells
17,0.909909296875,0.206781328125,-0.4386178557581445,0.8745543217023978,4.774439509129093,0.8345675123362192,3.6683142255715775,0.0970989620151095,1.5284360570643742,Other cells
18,1.0269353125,0.3884073046875,3.722690545339857,1.2101026910176698,5.121879750778425,5.092112776479368,1.3791838273985468,-1.1022760241709295,3.3965705535833584,Monocytes
19,0.6845315625,0.22436544921875,0.0671095087902355,0.0953459475452874,4.615015298561656,1.0303698150136589,4.033745944334108,0.2146086924739794,0.1990934242020685,Other cells
20,0.872257109375,0.105961455078125,1.204669725993118,4.996120912999784,5.3700814573730185,1.0397679651055802,0.3733819967876721,0.5457539953198016,-0.2274688847524743,T_cells
21,0.863472890625,0.096054404296875,-0.2431816465073265,4.6305304728612855,4.911352664574014,-0.0745179526845595,-0.2598410816358699,-0.0475424261434592,-0.6380989369768839,T_cells
22,0.73848671875,0.1532643359375,0.6907100995148272,4.074258650560913,5.2104195330163074,0.5569593396622661,0.3756582171303663,0.5612869638862057,-0.2503200111858862,T_cells
23,1.056338046875,0.160224296875,1.9852525374454488,4.286797205352076,5.336416985595513,0.8453693547896194,3.910132141138418,0.0527969916462859,0.406673622690291,Other cells
24,0.83060265625,0.093900048828125,1.2066721622240266,4.583117076633508,5.607824854549415,0.7056039360484925,-0.4175908813809103,-0.1028091675168886,-0.552098451495632,T_cells
25,0.76707296875,0.1334796484375,0.5922958203644166,5.269440611750708,5.656197021575991,0.818206045536639,-0.4968794080860566,0.3105157487805077,0.6712620854872385,T_cells
26,0.915662265625,0.147910244140625,1.0536053168584365,4.766310037168736,5.5935137349011015,0.3679653683727416,0.2811531819243263,-0.4217997621731575,0.546879882101788,T_cells
27,2.1274375,0.5371887890625,5.950776511139579,4.553465684002124,6.05658007987303,1.576230152781419,0.0488098757679021,5.872551166079804,0.4701912553827613,B_cells
28,1.144825234375,0.4418960546875,3.056726066078004,1.231259895537696,3.513311659865963,4.363900089603985,1.0100380614761313,0.3079645604856411,1.5572971408516971,Monocytes
29,0.85856765625,0.13861349609375,-0.7842033576917444,4.936594764413489,5.128367504467737,0.8854478444595801,-0.4391921416843092,0.3367183885469284,0.9639530400675556,T_cells
30,0.913611953125,0.146589423828125,1.81311074835684,4.7540029671491,5.217497093600378,0.8522157487070628,0.8112198018089108,0.3394372129926195,-0.0102738253432855,T_cells
31,0.93822,0.11298203125,1.9003328333488003,4.818046258741693,5.453262072885946,0.3117291852851516,-0.2009797280035111,-0.4384218177690673,-0.7187591697802961,T_cells
32,1.11302625,0.151324814453125,1.5717037996769323,4.573120674075957,5.479810930393949,0.2304109771242352,0.1947013746692296,-0.1996208232042531,-0.8791595687960976,T_cells
33,0.71236109375,0.08373375,5.073402260986638,-0.8874166187630592,4.752229238213675,0.2477569179499329,0.0978235992445703,5.547401204974688,1.8905313343598644,B_cells
34,0.90111,0.1326076953125,1.686415296421466,4.779420129591784,5.7667628371863024,0.8462367177009786,0.1257974294450327,0.5288089163660394,-0.2738647463226936,T_cells
35,0.911631953125,0.1648510546875,0.6038180725174855,4.425524697622747,5.410530804515011,0.7934000142339355,0.4217807277985514,0.6639289939727582,-0.4982401620862527,T_cells
36,0.8436546875,0.088573564453125,3.635007988398039,0.7507664370304672,4.729804169211467,0.3151295436965145,0.1321474773566131,5.199414660819943,-0.6952729136103548,B_cells
37,1.67357921875,0.1700479296875,4.36824051313573,1.442780063270154,5.009893097894592,1.0248584012735316,0.5305287780896661,5.994431446699786,-0.1812114603212562,B_cells
38,0.994748125,0.0664412646484375,-0.2993434914373363,5.10641610837577,5.2693773921680895,0.1120234530633522,-0.0391810952532512,-0.2090415204977321,-0.94942511438434,T_cells
39,0.578938515625,0.131484306640625,4.874896756625545,1.2044911094388893,4.847628643101376,0.2557557159356212,0.4664291653944877,5.769982975021921,-1.9712287770025323,B_cells
40,0.792313203125,0.1705880078125,1.6247210669806849,3.681013336571628,4.382789529381815,0.3992990110917998,0.0333024845927467,-0.1696696691429852,0.4848581902442187,T_cells
41,0.65672265625,0.127391630859375,0.6004965447485077,4.403900180605321,5.472086810864038,1.386970465332953,-0.2772732395036609,-0.6375836350650388,-0.4937100539480987,T_cells
